349,194,387,7,183,69,168,94,189,134,291,259,172,297,42,288,115,280,319,248,308,294,242,80,309,50,264,4,117,393,57,145,231,51,174,97,312,197,,,,,,,,,,,,,,,,,,,,,,,,,
919,1008,493,38,2385,999,209,13,902,2068,997,306,1342,1466,681,2164,826,1369,639,2003,1226,2512,1,1554,82,1828,421,2082,869,968,45,1694,3344,1186,224,2808,1627,2210,1880,2315,49,754,372,3405,,,,,,,,,,,,,,,,,,,
69,349,387,189,319,183,177,291,194,7,94,115,308,117,168,174,97,242,309,288,144,172,280,259,89,315,102,4,297,163,156,134,334,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,1861,1538,1009,671,1085,895,657,1037,876,1859,656,512,1634,292,1641,525,693,443,752,161,1100,1792,324,1460,1029,217,1190,973,1408,1620,95,214,638,1429,96,1424,271,1162,208,712,1553,224,773,1148,1096,1605,189,889,425,1114,1381,539,811,1897,913,1585,810,965,735,,,
116,40,0,163,50,42,38,125,124,129,117,172,162,29,135,173,90,130,48,126,118,165,151,53,2,73,134,70,141,52,102,65,119,20,39,57,150,122,159,161,132,36,1,123,41,81,171,140,46,72,71,56,51,54,76,64,60,121,166,156,144,174,143
